Date,Close,High,Low,Open,Volume
,2267.T,2267.T,2267.T,2267.T,2267.T
2001-01-01,546.480712890625,546.480712890625,546.480712890625,546.480712890625,0
2001-01-02,546.480712890625,546.480712890625,546.480712890625,546.480712890625,0
2001-01-03,546.480712890625,546.480712890625,546.480712890625,546.480712890625,0
2001-01-04,546.480712890625,546.480712890625,534.154080269032,546.480712890625,454000
2001-01-05,549.7676391601562,550.5894144055376,542.7825495744144,545.2478753105586,376000
2001-01-08,549.7676391601562,549.7676391601562,549.7676391601562,549.7676391601562,0
2001-01-09,534.1541748046875,546.8916974346454,530.0452965369591,546.4808096078726,578000
2001-01-10,534.1541748046875,534.1541748046875,526.3473060960036,527.1690817495493,464000
2001-01-11,530.0452270507812,537.8520947360254,527.1690126404282,534.1541047798571,476000
2001-01-12,525.9365844726562,534.1543436050415,525.9365844726562,534.1543436050415,548000
2001-01-15,521.827392578125,533.7431361881767,521.827392578125,525.9362696850393,372000
2001-01-16,499.2286376953125,521.8274649160879,497.9959743923611,521.8274649160879,692000
2001-01-17,494.7088623046875,504.5701685300301,488.95643367323765,493.4761990265197,706000
2001-01-18,493.0655212402344,499.63972819010417,491.42196950276696,497.17440058390304,328000
2001-01-19,488.9566345214844,499.2288327257172,488.545746593315,493.0655138031775,596000
2001-01-22,505.39202880859375,509.9117949198901,501.283150525597,505.3920288085937,304000
2001-01-23,533.7433471679688,534.1542350410773,513.6098413856512,513.6098413856512,804000
2001-01-24,527.9910278320312,530.0454676290431,515.6643890499605,530.0454676290431,484000
2001-01-25,526.3473510742188,534.1542204500269,526.3473510742188,532.0997811406037,854000
2001-01-26,538.2631225585938,538.2631225585938,526.3473740439379,527.1691498035693,418000
2001-01-29,525.525634765625,534.1542808407447,523.8820831322688,530.0454017573544,298000
2001-01-30,537.0306396484375,537.0306396484375,523.0604470332524,525.9366631599082,488000
2001-01-31,538.673828125,540.7282668287567,532.9213997544814,536.2085016804921,354000
2001-02-01,542.3718872070312,542.3718872070312,528.4017022335169,534.5650191335967,764000
2001-02-02,534.1541748046875,542.3719313401442,534.1541748046875,540.7283800330529,722000
2001-02-05,519.362060546875,540.3173335594466,518.5402851346173,532.0995794368695,526000
2001-02-06,519.773193359375,523.0602965584857,517.7187538599309,519.3623054594862,834000
2001-02-07,519.773193359375,529.634502956707,513.6098748610425,524.2929602581522,330000
2001-02-08,514.842529296875,525.5256145017582,507.44654723195583,525.5256145017582,336000
2001-02-09,519.773193359375,523.4711844583745,507.85744426259885,507.85744426259885,908000
2001-02-12,519.773193359375,519.773193359375,519.773193359375,519.773193359375,0
2001-02-13,523.8819580078125,531.2779385914522,523.0601823874081,527.9908361098345,216000
2001-02-14,534.1541748046875,534.1541748046875,521.8275400015024,530.0452965369591,240000
2001-02-15,523.0601196289062,540.317405586812,517.7185787371735,538.2629667822995,398000
2001-02-16,532.5106201171875,542.3719278971354,532.0997322930231,539.495713127984,856000
2001-02-19,525.1146240234375,536.2085949535101,521.8275215256382,530.0452777701365,208000
2001-02-20,534.1541748046875,537.4412774188702,527.1690817495493,534.1541748046875,520000
2001-02-21,539.0848999023438,539.0848999023438,533.7433574490431,534.1542453300661,338000
2001-02-22,526.758056640625,537.8520250722138,521.8274040043633,537.8520250722138,202000
2001-02-23,525.9365844726562,526.7583603858948,515.6643855571747,526.7583603858948,274000
2001-02-26,515.664306640625,517.7187461093127,513.1989792781997,517.7187461093127,678000
2001-02-27,515.2532348632812,521.4165510697798,513.1987961277816,521.4165510697798,434000
2001-02-28,525.9365844726562,534.1543436050415,519.7732651233673,526.7583603858948,350000
2001-03-01,534.1541748046875,534.1541748046875,515.6642225999099,525.5255304424579,502000
2001-03-02,515.664306640625,534.5651497525523,515.664306640625,534.1542618588147,336000
2001-03-05,517.718994140625,521.827875046503,513.610113234747,515.6645536876861,154000
2001-03-06,530.0452270507812,533.7432170069495,517.7185938635538,525.9363493217054,454000
2001-03-07,525.9365844726562,527.9910242557526,516.075273513794,527.9910242557526,172000
2001-03-08,527.9910278320312,530.4563555884454,525.9365880350194,525.9365880350194,182000
2001-03-09,527.5800170898438,527.9909049536209,520.1840355418553,520.5949234056325,636000
2001-03-12,513.6098022460938,522.2384469238281,513.6098022460938,519.7731198730469,320000
2001-03-13,515.664306640625,519.7731855780005,512.3772034907246,519.7731855780005,264000
2001-03-14,515.664306640625,515.664306640625,515.664306640625,515.664306640625,0
2001-03-15,534.1541748046875,534.1541748046875,510.7335686786358,513.6097834660457,434000
2001-03-16,516.8970336914062,531.2781117352848,516.8970336914062,529.6345599588416,262000
2001-03-19,530.0452270507812,530.8670025965964,525.1145737758903,526.347237094613,630000
2001-03-20,530.0452270507812,530.0452270507812,530.0452270507812,530.0452270507812,0
2001-03-21,530.0452270507812,539.0847580547481,530.0452270507812,531.6887781424116,1016000
2001-03-22,534.1541748046875,538.2630530724158,534.1541748046875,534.1541748046875,346000
2001-03-23,534.1541748046875,537.852165245643,534.1541748046875,534.1541748046875,238000
2001-03-26,571.1341552734375,571.1341552734375,536.2086853466445,538.2631247541029,1282000
2001-03-27,586.6261596679688,586.6261596679688,557.707968698421,557.707968698421,998000
2001-03-28,599.01953125,602.737583512931,561.8390086206896,586.6260237068965,1780000
2001-03-29,565.9701538085938,590.7571678440066,565.9701538085938,582.4948298322024,520000
2001-03-30,574.2326049804688,597.780272954488,574.2326049804688,590.7572842604823,840000
2001-04-02,596.540771484375,596.9538883621343,582.4947976405601,590.7571351957454,900000
2001-04-03,627.9378051757812,627.9378051757812,596.5409149169922,596.5409149169922,3768000
2001-04-04,615.9573364257812,627.937727275109,615.9573364257812,627.937727275109,1720000
2001-04-05,620.0885009765625,625.8721378943985,617.609799440347,619.67538405386,1206000
2001-04-06,607.6951293945312,625.8722780643881,607.2820123793072,625.8722780643881,640000
2001-04-09,619.6754150390625,619.6754150390625,608.108140625,615.5442456054687,456000
2001-04-10,609.760498046875,619.6753028931656,608.1080305724932,619.6753028931656,370000
2001-04-11,615.1311645507812,619.2623342254003,607.281942169005,611.826228811086,560000
2001-04-12,603.1505737304688,615.544078670136,599.4325222485686,611.4129103569135,640000
2001-04-13,592.822998046875,596.1279346213523,586.62624196973,594.8885834059233,688000
2001-04-16,589.9308471679688,592.8226650462431,576.7111082958575,576.7111082958575,516000
2001-04-17,596.953857421875,604.8030776924741,591.5833382893599,597.7800911345696,238000
2001-04-18,593.2359008789062,602.7375900991116,584.5604455039362,602.7375900991116,424000
2001-04-19,586.6261596679688,603.1508402219961,586.6261596679688,599.0196700834892,452000
2001-04-20,601.0850219726562,603.1506062406036,583.3209972683097,599.019437704709,438000
2001-04-23,604.8033447265625,611.4132173465249,595.3016528353666,605.2164617653102,348000
2001-04-24,614.7180786132812,615.544312589912,602.32456896382,608.9344407768659,394000
2001-04-25,598.1932373046875,606.4555748365202,592.8227179089963,606.4555748365202,902000
2001-04-26,598.1932373046875,606.4555748365202,592.8227179089963,606.4555748365202,902000
2001-04-27,610.5868530273438,610.9999699779712,594.8884089035014,600.258929261658,342000
2001-04-30,610.5868530273438,610.5868530273438,610.5868530273438,610.5868530273438,0
2001-05-01,610.999755859375,611.4128726652299,603.5636533539871,610.5866390535201,360000
2001-05-02,619.6754150390625,621.3278828125,611.413076171875,615.1311286621094,1276000
2001-05-03,619.6754150390625,619.6754150390625,619.6754150390625,619.6754150390625,0
2001-05-04,619.6754150390625,619.6754150390625,619.6754150390625,619.6754150390625,0
2001-05-07,615.1311645507812,615.5442815182432,595.7146670800716,599.4327197872287,3400
2001-05-08,591.5834350585938,601.4982412327602,586.6260319715105,600.2588904609894,7000
2001-05-09,591.5834350585938,600.2588904609894,579.1899273408858,600.2588904609894,4000
2001-05-10,594.8882446289062,601.084997177124,588.6914920806885,592.822660446167,3000
2001-05-11,589.9308471679688,598.6063008027918,589.1046134884618,596.1275997642709,2200
2001-05-14,593.2359008789062,593.2359008789062,581.6686270456128,581.6686270456128,1000
2001-05-15,598.6065673828125,598.6065673828125,586.6261736946817,586.6261736946817,236000
2001-05-16,594.8882446289062,605.6292823791504,594.8882446289062,598.6062961578369,562000
2001-05-17,594.8882446289062,608.9342170715332,594.8882446289062,602.7374645233155,274000
2001-05-18,596.540771484375,603.9768752840417,591.9964858290232,594.888303973338,240000
2001-05-21,604.3902587890625,604.8033758490687,596.5410346489448,604.8033758490687,270000
2001-05-22,585.3865356445312,602.3243253138507,582.0816010749079,599.8456243866333,540000
2001-05-23,580.4293212890625,596.1277655659197,580.4293212890625,582.4949060623331,592000
2001-05-24,569.6882934570312,576.7112818462767,563.9046559600056,576.7112818462767,798000
2001-05-25,572.5801391601562,588.2785845339556,572.1670221766352,577.9506599459297,466000
2001-05-28,564.31787109375,570.101509596907,561.8391688781113,570.101509596907,344000
2001-05-29,574.2326049804688,575.4719559264698,559.7735106104569,561.8390955204586,272000
2001-05-30,555.64208984375,573.819228842356,555.64208984375,561.8388417750929,478000
2001-05-31,574.2326049804688,577.5375408364715,549.4455860604486,553.9898728624522,346000
2001-06-01,588.6915893554688,589.9309400699013,575.0587314967105,582.4948357833059,582000
2001-06-04,605.21630859375,610.586828738268,588.6916312260025,588.6916312260025,1028000
2001-06-05,608.1080932617188,609.3474439952685,601.0851057716038,603.15069032752,632000
2001-06-06,599.8458251953125,609.3475152638333,594.8884216813017,607.2819304663287,782000
2001-06-07,606.8685913085938,607.2817081168365,599.0193719519816,599.8456055684671,220000
2001-06-08,607.2819213867188,607.2819213867188,599.8458162268814,606.8688044333945,898000
2001-06-11,604.8033447265625,605.6295788040578,600.2590573003383,600.2590573003383,124000
2001-06-12,586.6261596679688,599.0196700834892,584.5605745987153,599.0196700834892,280000
2001-06-13,586.6261596679688,591.1704468203262,586.6261596679688,587.0392766818194,238000
2001-06-14,581.2554321289062,589.9308863397854,579.6029646601673,589.5177694726007,256000
2001-06-15,592.822998046875,592.822998046875,563.0785688765789,564.7310371638175,758000
2001-06-18,572.1668701171875,586.6259606977662,571.3406363697259,577.950506349419,244000
2001-06-19,587.0389404296875,587.0389404296875,578.3634881080666,578.7766048852866,342000
2001-06-20,594.4752197265625,594.4752197265625,574.6456085056626,589.5178169213375,480000
2001-06-21,582.4946899414062,590.3439091675671,580.4291059345219,590.3439091675671,292000
2001-06-22,577.5372924804688,577.9504092848182,567.2093723717336,570.1011900021795,636000
2001-06-25,576.298095703125,580.8423817624329,575.47186187416,576.298095703125,408000
2001-06-26,578.3636474609375,580.4292319161551,570.1013096400669,578.3636474609375,278000
2001-06-27,571.7538452148438,578.3637162577899,570.1013774541071,578.3637162577899,172000
2001-06-28,552.7503662109375,557.7077685984796,546.9667300921385,546.9667300921385,912000
2001-06-29,555.64208984375,565.1437761384758,549.445337912407,554.4027394574814,580000
2001-07-02,542.4225463867188,556.881639397789,542.0094294435453,556.881639397789,666000
2001-07-03,539.1175537109375,548.6192423970307,536.22573541517,543.6618396042863,734000
2001-07-04,531.2681884765625,540.7698745846193,531.2681884765625,539.5305242226988,784000
2001-07-05,540.7699584960938,540.7699584960938,533.3338551707083,534.1600888735288,270000
2001-07-06,554.4027099609375,555.6420602812675,540.3567396638646,542.0092067576379,494000
2001-07-09,554.4027099609375,555.6420602812675,544.0747906248545,553.5764764140508,558000
2001-07-10,560.5997314453125,561.8390823622882,551.0980410818327,551.0980410818327,544000
2001-07-11,569.6882934570312,570.1014104211046,560.5997202474194,560.5997202474194,846000
2001-07-12,574.2326049804688,578.3637748004721,570.9276691244661,577.1244238544712,816000
2001-07-13,563.9046020507812,578.3636944110577,558.9471989558293,578.3636944110577,638000
2001-07-16,570.1012573242188,570.1012573242188,557.707751730214,557.707751730214,574000
2001-07-17,574.2326049804688,576.2981898904704,563.9046804304603,564.730914394461,586000
2001-07-18,574.2326049804688,576.2981898904704,570.1014351604654,576.2981898904704,526000
2001-07-19,561.4259033203125,565.9701895134865,553.1635647872689,565.9701895134865,752000
2001-07-20,561.4259033203125,561.4259033203125,561.4259033203125,561.4259033203125,0
2001-07-23,536.6390991210938,549.4457288922669,529.2029915120255,545.7276750877328,984000
2001-07-24,544.9012451171875,544.9012451171875,536.6389062981248,544.9012451171875,274000
2001-07-25,545.3143310546875,546.9667987245502,542.4225126324278,545.3143310546875,308000
2001-07-26,550.6848754882812,551.5111093599817,530.4421456316228,537.0520166052255,362000
2001-07-27,544.9012451171875,549.445531467672,541.1831926486093,542.0094265305155,338000
2001-07-30,551.0980224609375,551.511139419304,547.3799698356388,550.6849055025709,368000
2001-07-31,549.8585815429688,551.0979322151167,545.727412635809,551.0979322151167,362000
2001-08-01,554.8161010742188,555.229218051936,549.8586973416122,553.1636331633499,688000
2001-08-02,549.4454345703125,557.2946550641741,547.3798502298226,554.8159538555863,550000
2001-08-03,539.1175537109375,544.4880734030771,537.8782030127514,537.8782030127514,652000
2001-08-06,552.7503662109375,553.163483076566,540.3568602420823,540.7699771077109,288000
2001-08-07,554.8161010742188,554.8161010742188,539.1176559209647,539.9438898763991,394000
2001-08-08,543.2487182617188,553.5766406621316,541.1831337816361,553.5766406621316,118000
2001-08-09,536.2256469726562,545.3142172603284,536.2256469726562,542.0092826102658,254000
2001-08-10,533.3339233398438,537.0519754777667,532.5076895314164,536.6388585735531,304000
2001-08-13,533.7471923828125,535.812777492653,530.8553732290356,533.3340753608444,186000
2001-08-14,537.0519409179688,544.9011615929237,534.1601227745643,534.1601227745643,228000
2001-08-15,549.8585815429688,551.9241659965486,545.314295745093,545.314295745093,306000
2001-08-16,551.5112915039062,556.0555792990696,549.4457061424683,556.0555792990696,650000
2001-08-17,547.3799438476562,555.6422826227152,543.6618913988798,551.5111132351858,506000
2001-08-20,553.9898681640625,557.7079209705327,549.8586983790956,557.7079209705327,308000
2001-08-21,572.1668701171875,572.1668701171875,554.4028445467621,555.6421951679546,670000
2001-08-22,567.2094116210938,570.1012294516456,563.904476957606,563.904476957606,258000
2001-08-23,565.14404296875,566.796510930647,559.7735220925849,564.7309259782758,268000
2001-08-24,561.4259033203125,563.4914879535734,561.0127863936603,562.2521371736169,188000
2001-08-27,564.31787109375,569.6883925609673,561.8391688781113,569.6883925609673,138000
2001-08-28,565.9701538085938,565.9701538085938,555.2291143932482,561.4258679021015,318000
2001-08-29,556.8815307617188,565.970101738542,556.8815307617188,559.7733487997989,176000
2001-08-30,561.4259033203125,563.9046048802256,551.9242140073123,551.9242140073123,300000
2001-08-31,559.7734375,559.7734375,552.7504497232472,553.5766835793358,284000
2001-09-03,545.7273559570312,557.7077445435217,545.3142391092211,556.4683940000916,256000
2001-09-04,548.2062377929688,551.0980566811004,544.0750679527806,547.3800038249311,358000
